gene	Symbol	Alias	Name	Huh7	PLC	Fold_change
847.1	CAT		catalase	80.77	72.33	0.8955057570880277
6546.1	SLC8A1	NCX1	solute carrier family 8 member A1	0.01	0.01	1.0
6547.4	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
6543.1	SLC8A2	NCX2	solute carrier family 8 member A2	0.6649264895537788	0.65	0.9775516695630585
6547.3	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
6547.2	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
6547.1	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
6547.6	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
6547.5	SLC8A3	NCX3	solute carrier family 8 member A3	0.35163149190550613	0.2585856521165766	0.7353882063159072
166785.1	MMAA	cblA	metabolism of cobalamin associated A	2.41	1.99	0.8257261410788381
92579.1	G6PC3	['SCN4', 'UGRP']	glucose-6-phosphatase catalytic subunit 3	44.61	77.91	1.7464694014794888
57818.1	G6PC2	IGRP	glucose-6-phosphatase catalytic subunit 2	0.3421541822816308	0.3622629566134775	1.0587710902662442
2538.1	G6PC	['G6PC1', 'G6PT', 'G6Pase', 'GSD1', 'GSD1a']	glucose-6-phosphatase catalytic subunit	0.12	6.85	57.083333333333336
1373.1	CPS1	['CPSASE1', 'PHN']	carbamoyl-phosphate synthase 1	7.41	1798.52	242.71524966261808
1373.2	CPS1	['CPSASE1', 'PHN']	carbamoyl-phosphate synthase 1	7.41	1798.52	242.71524966261808
873.1	CBR1	['CBR', 'SDR21C1', 'hCBR1']	carbonyl reductase 1	59.18	166.45	2.8126056100033794
10423.1	CDIPT	['PIS', 'PIS1']	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	49.18	57.91	1.1775111834078893
10423.2	CDIPT	['PIS', 'PIS1']	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	49.18	57.91	1.1775111834078893
1040.1	CDS1	CDS 1	CDP-diacylglycerol synthase 1	6.82	5.26	0.7712609970674487
8760.1	CDS2		CDP-diacylglycerol synthase 2	23.57	18.2	0.7721680101824353
10390.1	CEPT1		choline/ethanolamine phosphotransferase 1	26.69	25.29	0.9475458973398275
56994.1	CHPT1	['CPT', 'CPT1']	choline phosphotransferase 1	139.63	177.16	1.2687817804196806
64781.1	CERK	['LK4', 'dA59H18.2', 'dA59H18.3', 'hCERK']	ceramide kinase	69.44	29.24	0.4210829493087557
64781.2	CERK	['LK4', 'dA59H18.2', 'dA59H18.3', 'hCERK']	ceramide kinase	69.44	29.24	0.4210829493087557
10087.1	CERT1	['CERT', 'CERTL', 'COL4A3BP', 'GPBP', 'MRD34', 'STARD11']	ceramide transporter 1	22.86	11.06	0.48381452318460194
6565.1	SLC15A2	PEPT2	solute carrier family 15 member 2	1.01	0.19	0.18811881188118812
9023.1	CH25H	C25H	cholesterol 25-hydroxylase	0.15291872126720177	0.13840696294342608	0.9051014931100644
1103.4	CHAT	['CHOACTASE', 'CMS1A', 'CMS1A2', 'CMS6']	choline O-acetyltransferase	0.27053058004217945	0.21215152314387448	0.7842053312819465
1103.3	CHAT	['CHOACTASE', 'CMS1A', 'CMS1A2', 'CMS6']	choline O-acetyltransferase	0.27053058004217945	0.21215152314387448	0.7842053312819465
1103.1	CHAT	['CHOACTASE', 'CMS1A', 'CMS1A2', 'CMS6']	choline O-acetyltransferase	0.27053058004217945	0.21215152314387448	0.7842053312819465
1103.2	CHAT	['CHOACTASE', 'CMS1A', 'CMS1A2', 'CMS6']	choline O-acetyltransferase	0.27053058004217945	0.21215152314387448	0.7842053312819465
162466.1	PHOSPHO1		phosphoethanolamine/phosphocholine phosphatase	0.03	9.24	308.0
9468.1	PCYT1B	['CCTB', 'CTB']	phosphate cytidylyltransferase 1, choline, beta	0.7	0.16	0.2285714285714286
5130.1	PCYT1A	['CCTA', 'CT', 'CTA', 'CTPCT', 'PCYT1', 'SMDCRD']	phosphate cytidylyltransferase 1, choline, alpha	42.71	67.32	1.5762116600327791
6579.1	SLCO1A2	['OATP', 'OATP-A', 'OATP1A2', 'SLC21A3']	solute carrier organic anion transporter family member 1A2	3.5	0.49	0.13999999999999999
6554.1	SLC10A1	NTCP	solute carrier family 10 member 1	0.4248087514603469	0.3170440458921271	0.74632183259464
6555.1	SLC10A2	['ASBT', 'IBAT', 'ISBT', 'NTCP2', 'PBAM']	solute carrier family 10 member 2	0.1777772383134322	0.11979493604114468	0.6738485600160963
8714.3	ABCC3	['ABC31', 'EST90757', 'MLP2', 'MOAT-D', 'MRP3', 'cMOAT2']	ATP binding cassette subfamily C member 3	6.05	0.47	0.07768595041322314
8714.2	ABCC3	['ABC31', 'EST90757', 'MLP2', 'MOAT-D', 'MRP3', 'cMOAT2']	ATP binding cassette subfamily C member 3	6.05	0.47	0.07768595041322314
8647.1	ABCB11	['ABC16', 'BRIC2', 'BSEP', 'PFIC-2', 'PFIC2', 'PGY4', 'SPGP']	ATP binding cassette subfamily B member 11	0.94	0.12037056573915338	0.12805379333952488
55349.1	CHDH		choline dehydrogenase	31.46	30.69	0.9755244755244755
1120.1	CHKB	['CHETK', 'CHKL', 'CK', 'CKB', 'CKEKB', 'EK', 'EKB', 'MDCMC']	choline kinase beta	17.46	12.18	0.697594501718213
1119.1	CHKA	['CHK', 'CK', 'CKI', 'EK']	choline kinase alpha	215.52	61.91	0.28725872308834444
1119.2	CHKA	['CHK', 'CK', 'CKI', 'EK']	choline kinase alpha	215.52	61.91	0.28725872308834444
1120.2	CHKB	['CHETK', 'CHKL', 'CK', 'CKB', 'CKEKB', 'EK', 'EKB', 'MDCMC']	choline kinase beta	17.46	12.18	0.697594501718213
60482.1	SLC5A7	['CHT', 'CHT1', 'CMS20', 'HMN7A']	solute carrier family 5 member 7	0.24916779195557517	0.1999353817750231	0.802412624062865
6582.2	SLC22A2	OCT2	solute carrier family 22 member 2	0.03	0.22647830673875774	7.549276891291925
6582.1	SLC22A2	OCT2	solute carrier family 22 member 2	0.03	0.22647830673875774	7.549276891291925
6584.1	SLC22A5	['CDSP', 'OCTN2']	solute carrier family 22 member 5	4.95	12.64	2.5535353535353535
6820.1	SULT2B1	['ARCI14', 'HSST2']	sulfotransferase family 2B member 1	0.12	11.47	95.58333333333334
10948.1	STARD3	['CAB1', 'MLN64', 'es64']	StAR related lipid transfer domain containing 3	22.4	37.71	1.683482142857143
19.1	ABCA1	['ABC-1', 'ABC1', 'CERP', 'HDLDT1', 'TGD']	ATP binding cassette subfamily A member 1	31.63	23.26	0.7353778058804933
27159.1	CHIA	['AMCASE', 'CHIT2', 'TSA1902']	chitinase acidic	0.3755966559953876	0.23376961624686798	0.6223953608621551
54682.1	MANSC1	['9130403P13Rik', 'LOH12CR3']	MANSC domain containing 1	29.89	85.29	2.8534626965540317
1118.1	CHIT1	['CHI3', 'CHIT', 'CHITD']	chitinase 1	0.22011440015779335	0.19718515099564815	0.8958303084863692
27159.2	CHIA	['AMCASE', 'CHIT2', 'TSA1902']	chitinase acidic	0.3755966559953876	0.23376961624686798	0.6223953608621551
9058.1	SLC13A2	['NADC1', 'NaCT', 'NaDC-1', 'SDCT1']	solute carrier family 13 member 2	0.06	0.18	3.0
6576.1	SLC25A1	['CMS23', 'CTP', 'D2L2AD', 'SEA', 'SLC20A3']	solute carrier family 25 member 1	270.47	143.96	0.5322586608496321
548596.1	CKMT1A	['CKMT1', 'U-MtCK', 'mia-CK']	creatine kinase, mitochondrial 1A	6.54	142.70180007912435	21.819847106899747
1160.1	CKMT2	SMTCK	creatine kinase, mitochondrial 2	0.15746316891471576	0.1116721614136885	0.7091954403265675
1159.1	CKMT1B	['CKMT', 'CKMT1', 'UMTCK']	creatine kinase, mitochondrial 1B	0.2	32.39	161.95
1152.1	CKB	['B-CK', 'BCK', 'CKBB', 'CPK-B', 'HEL-211', 'HEL-S-29']	creatine kinase B	630.6	186.28	0.2954012052013955
1158.1	CKM	['CKMM', 'CPK-M', 'M-CK']	creatine kinase, M-type	0.26	0.11	0.4230769230769231
5172.1	SLC26A4	['DFNB4', 'EVA', 'PDS', 'TDH2B']	solute carrier family 26 member 4	0.21	0.36	1.7142857142857142
65010.3	SLC26A6		solute carrier family 26 member 6	51.84	42.8	0.8256172839506172
65010.2	SLC26A6		solute carrier family 26 member 6	51.84	42.8	0.8256172839506172
65010.1	SLC26A6		solute carrier family 26 member 6	51.84	42.8	0.8256172839506172
54675.1	CRLS1	['C20orf155', 'CLS', 'CLS1', 'GCD10', 'dJ967N21.6']	cardiolipin synthase 1	54.52	34.47	0.6322450476889214
10559.1	SLC35A1	['CDG2F', 'CMPST', 'CST', 'hCST']	solute carrier family 35 member A1	26.56	29.45	1.1088102409638554
55907.1	CMAS	CSS	cytidine monophosphate N-acetylneuraminic acid synthetase	66.24	73.36	1.107487922705314
8034.1	SLC25A16	['D10S105E', 'GDA', 'GDC', 'HGT.1', 'ML7', 'hML7']	solute carrier family 25 member 16	12.44	12.07	0.9702572347266881
8824.1	CES2	['CE-2', 'CES2A1', 'PCE-2', 'iCE']	carboxylesterase 2	16.09	29.44	1.8297078931013053
51805.1	COQ3	['DHHBMT', 'DHHBMTASE', 'UG0215E05', 'bA9819.1']	coenzyme Q3, methyltransferase	25.04	43.63	1.74241214057508
51004.2	COQ6	['CGI-10', 'CGI10', 'COQ10D6']	coenzyme Q6, monooxygenase	8.36	16.0	1.9138755980861246
51004.1	COQ6	['CGI-10', 'CGI10', 'COQ10D6']	coenzyme Q6, monooxygenase	8.36	16.0	1.9138755980861246
10229.1	COQ7	['CAT5', 'CLK-1', 'CLK1', 'COQ10D8']	coenzyme Q7, hydroxylase	10.06	10.74	1.0675944333996024
9245.1	GCNT3	['C2/4GnT', 'C24GNT', 'C2GNT2', 'C2GNTM', 'GNTM']	glucosaminyl (N-acetyl) transferase 3, mucin type	10.27	35.86	3.4917234664070107
2650.1	GCNT1	['C2GNT', 'C2GNT-L', 'C2GNT1', 'G6NT', 'NACGT2', 'NAGCT2']	glucosaminyl (N-acetyl) transferase 1	1.96	0.18	0.09183673469387756
51301.1	GCNT4	['C2GNT3', 'LINC01336']	glucosaminyl (N-acetyl) transferase 4	12.13	8.12	0.6694146743610881
192134.1	B3GNT6	['B3Gn-T6', 'BGnT-6', 'beta-1,3-Gn-T6', 'beta3Gn-T6']	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6	0.1	0.09	0.8999999999999999
386757.1	SLC6A10P	['CT-2', 'CT2', 'SLC6A10', 'SLC6A10pA']	solute carrier family 6 member 10, pseudogene	0.13	5.76	44.30769230769231
6535.1	SLC6A8	['CCDS1', 'CRT', 'CRTR', 'CT1', 'CTR5']	solute carrier family 6 member 8	5.02	25.6	5.099601593625499
1384.1	CRAT	['CAT', 'CAT1', 'NBIA8']	carnitine O-acetyltransferase	29.83	57.2	1.9175326852162256
6583.1	SLC22A4	['DFNB60', 'OCTN1']	solute carrier family 22 member 4	0.06	0.28	4.666666666666667
1431.1	CS		citrate synthase	215.86	249.66	1.156582970443806
1431.2	CS		citrate synthase	215.86	249.66	1.156582970443806
54677.1	CROT	COT	carnitine O-octanoyltransferase	12.68	11.81	0.9313880126182966
1384.2	CRAT	['CAT', 'CAT1', 'NBIA8']	carnitine O-acetyltransferase	29.83	57.2	1.9175326852162256
1384.3	CRAT	['CAT', 'CAT1', 'NBIA8']	carnitine O-acetyltransferase	29.83	57.2	1.9175326852162256
8140.1	SLC7A5	['4F2LC', 'CD98', 'D16S469E', 'E16', 'LAT1', 'MPE16']	solute carrier family 7 member 5	144.91	235.49	1.6250776343937618
23428.2	SLC7A8	['LAT2', 'LPI-PC1']	solute carrier family 7 member 8	64.85	3.12	0.04811102544333077
23428.1	SLC7A8	['LAT2', 'LPI-PC1']	solute carrier family 7 member 8	64.85	3.12	0.04811102544333077
1036.1	CDO1	CDO-I	cysteine dioxygenase type 1	33.4	4.69	0.14041916167664673
124935.1	SLC43A2	LAT4	solute carrier family 43 member 2	3.82	2.26	0.5916230366492147
23657.1	SLC7A11	['CCBR1', 'xCT']	solute carrier family 7 member 11	24.36	27.59	1.1325944170771758
57379.1	AICDA	['AID', 'ARP2', 'CDA2', 'HEL-S-284', 'HIGM2']	activation induced cytidine deaminase	0.1	0.11	1.0999999999999999
978.1	CDA	CDD	cytidine deaminase	1.14	17.52	15.36842105263158
83549.1	UCK1	URK1	uridine-cytidine kinase 1	37.83	30.46	0.8051810732223104
7371.1	UCK2	['TSA903', 'UK', 'UMPK']	uridine-cytidine kinase 2	26.44	57.84	2.1875945537065054
51727.1	CMPK1	['CK', 'CMK', 'CMPK', 'UMK', 'UMP-CMPK', 'UMPK']	cytidine/uridine monophosphate kinase 1	286.26	212.27	0.7415286802207783
129607.1	CMPK2	['NDK', 'TMPK2', 'TYKi', 'UMP-CMPK2']	cytidine/uridine monophosphate kinase 2	0.29	0.99	3.4137931034482762
9162.1	DGKI	DGK-IOTA	diacylglycerol kinase iota	0.01	0.12862125807727812	12.86212580772781
8527.1	DGKD	['DGKdelta', 'dgkd-2']	diacylglycerol kinase delta	18.41	12.62	0.6854970124932102
1607.1	DGKB	['DAGK2', 'DGK', 'DGK-BETA']	diacylglycerol kinase beta	0.22	0.18	0.8181818181818181
8527.2	DGKD	['DGKdelta', 'dgkd-2']	diacylglycerol kinase delta	18.41	12.62	0.6854970124932102
8525.2	DGKZ	['DAGK5', 'DAGK6', 'DGK-ZETA', 'hDGKzeta']	diacylglycerol kinase zeta	30.9	37.94	1.227831715210356
1608.1	DGKG	['DAGK3', 'DGK-GAMMA']	diacylglycerol kinase gamma	0.32	0.02	0.0625
1606.1	DGKA	['DAGK', 'DAGK1', 'DGK-alpha']	diacylglycerol kinase alpha	2.83	0.09	0.03180212014134275
8525.3	DGKZ	['DAGK5', 'DAGK6', 'DGK-ZETA', 'hDGKzeta']	diacylglycerol kinase zeta	30.9	37.94	1.227831715210356
1607.2	DGKB	['DAGK2', 'DGK', 'DGK-BETA']	diacylglycerol kinase beta	0.22	0.18	0.8181818181818181
160851.1	DGKH	DGKeta	diacylglycerol kinase eta	2.89	1.8	0.6228373702422145
8526.1	DGKE	['AHUS7', 'DAGK5', 'DAGK6', 'DGK', 'NPHS7']	diacylglycerol kinase epsilon	0.55	6.14	11.163636363636362
8525.1	DGKZ	['DAGK5', 'DAGK6', 'DGK-ZETA', 'hDGKzeta']	diacylglycerol kinase zeta	30.9	37.94	1.227831715210356
160851.2	DGKH	DGKeta	diacylglycerol kinase eta	2.89	1.8	0.6228373702422145
1609.1	DGKQ	['DAGK', 'DAGK4', 'DAGK7']	diacylglycerol kinase theta	11.93	9.68	0.8113998323554066
1610.1	DAO	['DAAO', 'DAMOX', 'OXDA']	D-amino acid oxidase	0.89	0.43	0.4831460674157303
51022.2	GLRX2	['CGI-133', 'GRX2']	glutaredoxin 2	46.95	86.84	1.8496272630457933
2745.1	GLRX	['GRX', 'GRX1']	glutaredoxin	60.73	101.86	1.6772600032932654
51022.1	GLRX2	['CGI-133', 'GRX2']	glutaredoxin 2	46.95	86.84	1.8496272630457933
8528.1	DDO	['DASOX', 'DDO-1', 'DDO-2']	D-aspartate oxidase	0.05	0.72	14.399999999999999
8528.2	DDO	['DASOX', 'DDO-1', 'DDO-2']	D-aspartate oxidase	0.05	0.72	14.399999999999999
10455.1	ECI2	['ACBD2', 'DRS-1', 'DRS1', 'HCA88', 'PECI', 'dJ1013A10.3']	enoyl-CoA delta isomerase 2	85.25	126.96	1.489266862170088
1632.1	ECI1	DCI	enoyl-CoA delta isomerase 1	91.22	140.5	1.540232405174304
1633.1	DCK		deoxycytidine kinase	22.09	54.25	2.4558623811679494
1638.1	DCT	['TRP-2', 'TYRP2']	dopachrome tautomerase	0.03	0.3629025451668205	12.096751505560684
6319.1	SCD	['FADS5', 'MSTP008', 'SCD1', 'SCDOS', 'hSCD1']	stearoyl-CoA desaturase	1755.29	1110.81	0.6328355998154152
9415.1	FADS2	['D6D', 'DES6', 'FADSD6', 'LLCDL2', 'SLL0262', 'TU13']	fatty acid desaturase 2	1147.13	15.9	0.013860678388674342
3992.1	FADS1	['D5D', 'FADS6', 'FADSD5', 'LLCDL1', 'TU12']	fatty acid desaturase 1	293.98	205.18	0.6979386352813116
8694.1	DGAT1	['ARAT', 'ARGP1', 'DGAT', 'DIAR7']	diacylglycerol O-acyltransferase 1	49.54	21.96	0.44327815906338314
84649.1	DGAT2	['ARAT', 'GS1999FULL', 'HMFN1045']	diacylglycerol O-acyltransferase 2	67.46	8.22	0.12184998517640085
1716.5	DGUOK	['MTDPS3', 'NCPH', 'PEOB4', 'dGK']	deoxyguanosine kinase	98.24	78.03	0.7942793159609121
1716.1	DGUOK	['MTDPS3', 'NCPH', 'PEOB4', 'dGK']	deoxyguanosine kinase	98.24	78.03	0.7942793159609121
1716.3	DGUOK	['MTDPS3', 'NCPH', 'PEOB4', 'dGK']	deoxyguanosine kinase	98.24	78.03	0.7942793159609121
1716.2	DGUOK	['MTDPS3', 'NCPH', 'PEOB4', 'dGK']	deoxyguanosine kinase	98.24	78.03	0.7942793159609121
1716.4	DGUOK	['MTDPS3', 'NCPH', 'PEOB4', 'dGK']	deoxyguanosine kinase	98.24	78.03	0.7942793159609121
6513.1	SLC2A1	['CSE', 'DYT17', 'DYT18', 'DYT9', 'EIG12', 'GLUT', 'GLUT-1', 'GLUT1', 'GLUT1DS', 'HTLVR', 'PED', 'SDCHCN']	solute carrier family 2 member 1	77.49	27.88	0.3597883597883598
6515.1	SLC2A3	GLUT3	solute carrier family 2 member 3	0.23	33.5	145.65217391304347
6517.1	SLC2A4	GLUT4	solute carrier family 2 member 4	5.89	7.73	1.3123938879456707
1718.1	DHCR24	['DCE', 'Nbla03646', 'SELADIN1', 'seladin-1']	24-dehydrocholesterol reductase	820.84	266.06	0.32413137761317673
1581.1	CYP7A1	['CP7A', 'CYP7', 'CYPVII']	cytochrome P450 family 7 subfamily A member 1	0.1120186924395758	0.09325201107740999	0.8324683054813483
1717.1	DHCR7	SLOS	7-dehydrocholesterol reductase	494.91	217.69	0.4398577519144895
8560.2	DEGS1	['DEGS', 'DEGS-1', 'DES1', 'Des-1', 'FADS7', 'HLD18', 'MIG15', 'MLD']	delta 4-desaturase, sphingolipid 1	48.45	91.68	1.8922600619195047
8560.1	DEGS1	['DEGS', 'DEGS-1', 'DES1', 'Des-1', 'FADS7', 'HLD18', 'MIG15', 'MLD']	delta 4-desaturase, sphingolipid 1	48.45	91.68	1.8922600619195047
123099.1	DEGS2	['C14orf66', 'DES2', 'FADS8']	delta 4-desaturase, sphingolipid 2	0.36689617502920696	0.4	1.0902266832521703
11309.1	SLCO2B1	['OATP-B', 'OATP2B1', 'OATPB', 'SLC21A9']	solute carrier organic anion transporter family member 2B1	19.11	27.06	1.4160125588697017
6783.1	SULT1E1	['EST', 'EST-1', 'ST1E1', 'STE']	sulfotransferase family 1E member 1	2.22	2.16	0.9729729729729729
1723.1	DHODH	['DHOdehase', 'POADS', 'URA1']	dihydroorotate dehydrogenase (quinone)	11.63	17.7	1.521926053310404
1807.1	DPYS	['DHP', 'DHPase']	dihydropyrimidinase	0.36	0.13194711855466174	0.36651977376294925
1808.1	DPYSL2	['CRMP-2', 'CRMP2', 'DHPRP2', 'DRP-2', 'DRP2', 'N2A3', 'ULIP-2', 'ULIP2']	dihydropyrimidinase like 2	81.96	4.9	0.05978526110297707
1809.1	DPYSL3	['CRMP-4', 'CRMP4', 'DRP-3', 'DRP3', 'LCRMP', 'ULIP', 'ULIP-1']	dihydropyrimidinase like 3	1.65	0.62	0.3757575757575758
23539.1	SLC16A8	['MCT3', 'REMP']	solute carrier family 16 member 8	0.343435949566827	0.24029341949096664	0.6996746257753353
2224.1	FDPS	['FPPS', 'FPS', 'POROK9']	farnesyl diphosphate synthase	605.94	459.51	0.7583424101396177
29958.1	DMGDH	['DMGDHD', 'ME2GLYDH']	dimethylglycine dehydrogenase	10.44	1.55	0.14846743295019157
60386.1	SLC25A19	['DNC', 'MCPHA', 'MUP1', 'THMD3', 'THMD4', 'TPC']	solute carrier family 25 member 19	17.08	26.22	1.535128805620609
84920.1	ALG10	['ALG10A', 'DIE2', 'KCR1']	ALG10 alpha-1,2-glucosyltransferase	9.69	10.35	1.0681114551083593
79087.1	ALG12	['CDG1G', 'ECM39', 'PP14673', 'hALG12']	ALG12 alpha-1,6-mannosyltransferase	34.56	31.2	0.9027777777777777
26002.1	MOXD1	['MOX', 'PRO5780', 'dJ248E1.1']	monooxygenase DBH like 1	6.66	7.43	1.1156156156156156
1621.1	DBH	['DBM', 'ORTHYP1']	dopamine beta-hydroxylase	0.30816792850748764	0.3136542265594092	1.0178029494454297
7299.1	TYR	['ATN', 'CMM8', 'OCA1', 'OCA1A', 'OCAIA', 'SHEP3']	tyrosinase	0.03	0.16418238164314916	5.472746054771639
6530.1	SLC6A2	['NAT1', 'NET', 'NET1', 'SLC6A5']	solute carrier family 6 member 2	0.2584120529821421	0.25359686140050114	0.9813662268223468
6531.1	SLC6A3	['DAT', 'DAT1', 'PKDYS', 'PKDYS1']	solute carrier family 6 member 3	0.5134449013033122	0.46459712514835816	0.9048626716694227
6581.1	SLC22A3	['EMT', 'EMTH', 'OCT3']	solute carrier family 22 member 3	16.41	0.04	0.002437538086532602
5224.2	PGAM2	['GSD10', 'PGAM-M', 'PGAMM']	phosphoglycerate mutase 2	0.18278778315556302	0.07	0.38295776004037396
669.1	BPGM	['DPGM', 'ECYT8']	bisphosphoglycerate mutase	19.27	23.93	1.2418266735858847
5223.1	PGAM1	['HEL-S-35', 'PGAM-B', 'PGAMA']	phosphoglycerate mutase 1	679.96	889.52	1.308194599682334
669.2	BPGM	['DPGM', 'ECYT8']	bisphosphoglycerate mutase	19.27	23.93	1.2418266735858847
5224.1	PGAM2	['GSD10', 'PGAM-M', 'PGAMM']	phosphoglycerate mutase 2	0.18278778315556302	0.07	0.38295776004037396
4597.1	MVD	['FP17780', 'MDDase', 'MPD', 'POROK7']	mevalonate diphosphate decarboxylase	222.37	75.38	0.3389845752574538
51071.1	DERA	['CGI-26', 'DEOC']	deoxyribose-phosphate aldolase	59.4	63.64	1.0713804713804713
1806.1	DPYD	['DHP', 'DHPDHASE', 'DPD']	dihydropyrimidine dehydrogenase	34.27	0.07	0.0020426028596440037
7084.1	TK2	['MTDPS2', 'MTTK', 'PEOB3', 'SCA31']	thymidine kinase 2	6.69	12.4	1.8535127055306426
7083.1	TK1	TK2	thymidine kinase 1	118.98	86.35	0.7257522272650865
1854.1	DUT	dUTPase	deoxyuridine triphosphatase	39.72	94.01	2.3668177240684796
3704.1	ITPA	['C20orf37', 'HLC14-06-P', 'ITPase', 'My049', 'NTPase', 'dJ794I6.3']	inosine triphosphatase	119.06	52.56	0.4414580883588107
10682.1	EBP	['CDPX2', 'CHO2', 'CPX', 'CPXD', 'MEND']	EBP cholestenol delta-isomerase	618.07	85.47	0.13828530748944293
1892.1	ECHS1	['ECHS1D', 'SCEH']	enoyl-CoA hydratase, short chain 1	250.57	215.8	0.8612363810512034
549.1	AUH		AU RNA binding methylglutaconyl-CoA hydratase	18.5	10.56	0.5708108108108109
1962.1	EHHADH	['ECHD', 'FRTS3', 'L-PBE', 'LBFP', 'LBP', 'PBFE']	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	27.35	4.83	0.17659963436928702
1891.1	ECH1	HPXEL	enoyl-CoA hydratase 1	299.45	280.88	0.9379863082317582
11001.1	SLC27A2	['ACSVL1', 'FACVL1', 'FATP2', 'HsT17226', 'VLACS', 'VLCS', 'hFACVL1']	solute carrier family 27 member 2	3.71	15.27	4.115902964959568
53919.1	SLCO1C1	['OATP-F', 'OATP1', 'OATP14', 'OATP1C1', 'OATPF', 'OATPRP5', 'SLC21A14']	solute carrier organic anion transporter family member 1C1	0.02	0.1822827377027562	9.114136885137809
28231.1	SLCO4A1	['OATP-E', 'OATP1', 'OATP4A1', 'OATPE', 'OATPRP1', 'POAT', 'SLC21A12']	solute carrier organic anion transporter family member 4A1	0.3802187865086711	14.08	37.03131065481663
10257.1	ABCC4	['MOAT-B', 'MOATB', 'MRP4']	ATP binding cassette subfamily C member 4	39.52	60.62	1.5339068825910929
28232.1	SLCO3A1	['OATP-D', 'OATP-RP3', 'OATP3A1', 'OATPD', 'OATPRP3', 'SLC21A11']	solute carrier organic anion transporter family member 3A1	0.22632902941935096	0.12	0.530201540243693
2108.1	ETFA	['EMA', 'GA2', 'MADD']	electron transfer flavoprotein subunit alpha	427.61	414.91	0.9703000397558523
2109.1	ETFB	['FP585', 'MADD']	electron transfer flavoprotein subunit beta	209.28	125.68	0.6005351681957187
2109.2	ETFB	['FP585', 'MADD']	electron transfer flavoprotein subunit beta	209.28	125.68	0.6005351681957187
2110.1	ETFDH	['ETFQO', 'MADD']	electron transfer flavoprotein dehydrogenase	16.64	43.65	2.6231971153846154
55224.1	ETNK2	['EKI2', 'HMFT1716']	ethanolamine kinase 2	14.51	6.08	0.4190213645761544
55500.1	ETNK1	['EKI', 'EKI 1', 'EKI1', 'Nbla10396']	ethanolamine kinase 1	62.85	47.72	0.7592680986475735
8790.1	FPGT	GFPP	fucose-1-phosphate guanylyltransferase	5.73	29.73	5.18848167539267
51086.1	TNNI3K	['CARK', 'CCDD']	TNNI3 interacting kinase	0.13345916339194952	0.09977581432150864	0.7476130659419921
2181.1	ACSL3	['ACS3', 'FACL3', 'LACS 3', 'LACS3', 'PRO2194']	acyl-CoA synthetase long chain family member 3	237.22	102.3	0.4312452575668156
2181.2	ACSL3	['ACS3', 'FACL3', 'LACS 3', 'LACS3', 'PRO2194']	acyl-CoA synthetase long chain family member 3	237.22	102.3	0.4312452575668156
2180.1	ACSL1	['ACS1', 'FACL1', 'FACL2', 'LACS', 'LACS1', 'LACS2']	acyl-CoA synthetase long chain family member 1	53.7	12.87	0.2396648044692737
2182.1	ACSL4	['ACS4', 'FACL4', 'LACS4', 'MRX63', 'MRX68']	acyl-CoA synthetase long chain family member 4	447.76	378.45	0.8452072538860104
51703.1	ACSL5	['ACS2', 'ACS5', 'FACL5']	acyl-CoA synthetase long chain family member 5	2.45	13.15	5.36734693877551
81616.1	ACSBG2	['BGR', 'BRGL', 'PRTD-NY3', 'PRTDNY3']	acyl-CoA synthetase bubblegum family member 2	0.5771060098013928	0.3189628115521561	0.5526936232425045
23305.1	ACSL6	['ACS2', 'FACL6', 'LACS 6', 'LACS2', 'LACS5']	acyl-CoA synthetase long chain family member 6	0.44	0.73	1.659090909090909
2182.2	ACSL4	['ACS4', 'FACL4', 'LACS4', 'MRX63', 'MRX68']	acyl-CoA synthetase long chain family member 4	447.76	378.45	0.8452072538860104
116285.1	ACSM1	['BUCS1', 'MACS1']	acyl-CoA synthetase medium chain family member 1	0.51	0.1396221811947778	0.2737689827348584
5169.1	ENPP3	['B10', 'CD203c', 'NPP3', 'PD-IBETA', 'PDNP3']	ectonucleotide pyrophosphatase/phosphodiesterase 3	6.41	0.12	0.018720748829953195
5167.1	ENPP1	['ARHR2', 'COLED', 'M6S1', 'NPP1', 'NPPS', 'PC-1', 'PCA1', 'PDNP1']	ectonucleotide pyrophosphatase/phosphodiesterase 1	64.97	22.52	0.34662151762351856
79071.1	ELOVL6	['FACE', 'FAE', 'LCE']	ELOVL fatty acid elongase 6	54.64	34.2	0.6259150805270864
54898.1	ELOVL2	SSC2	ELOVL fatty acid elongase 2	106.24	139.12	1.309487951807229
